smiles,compound,flashpoint,source,pure substance
C(CCCCCCCC)=O,nonanal,336.0,carroll11,1
C(CCCCCCCCC)=O,decanal,356.0,carroll11,1
C(CCCCCCCCCC)=O,undecanal,368.0,carroll11,1
C(CCCCCCCCCCC)=O,dodecanal,375.0,carroll11,1
CC(C=O)C,2-methylpropanal,254.0,carroll11,1
CC(=O)C,acetone,253.0,carroll11,1
CC(CC)=O,2-butanone,266.0,carroll11,1
CC(CCCCC)=O,2-heptanone,312.0,carroll11,1
CC(CCCCCC)=O,2-octanone,329.0,carroll11,1
CC(CCCCCCC)=O,2-nonanone,341.0,carroll11,1
CC(CCCCCCCC)=O,2-decanone,358.0,carroll11,1
CC(CCCCCCCCC)=O,2-undecanone,362.0,carroll11,1
CC(CCCCCCCCCC)=O,2-dodecanone,381.0,carroll11,1
CCC(CC)=O,3-pentanone,280.0,carroll11,1
CCC(CCC)=O,3-hexanone,296.0,carroll11,1
CCC(CCCC)=O,3-heptanone,311.0,carroll11,1
CCC(CCCCC)=O,3-octanone,324.0,carroll11,1
CCC(CCCCCC)=O,3-nonanone,336.0,carroll11,1
CCC(CCCCCCCC)=O,3-undecanone,362.0,carroll11,1
CC(C(C)=O)C,3-methyl-2-butanone,272.0,carroll11,1
C1(CCC1)=O,cyclobutanone,283.0,carroll11,1
CC(C(C)(C)C)=O,pinacolone,278.0,carroll11,1
C1(CC1)C(=O)C,cyclopropylmethylketone,286.0,carroll11,1
CC(C)C(CC)=O,2-methyl-3-pentanone,289.0,carroll11,1
CC(CC(C)=O)C,4-methyl-2-pentanone,287.0,carroll11,1
C(C)C(C=O)CC,2-ethylbutanal,294.0,carroll11,1
CC(C(C)=O)CC,3-methyl-2-pentanone,285.0,carroll11,1
C1(CCCC1)=O,cyclopentanone,299.0,carroll11,1
C(C)C1CC(CC1)=O,3-ethylcyclopentanone,319.0,carroll11,1
C[C@@H]1CC(C[C@H]1C)=O,"trans-3,4-dimethylcyclopentanone",314.0,carroll11,1
C(CCC)C1C(CCC1)=O,2-butylcyclopentanone,341.0,carroll11,1
CC1CC(CC1)=O,3-methylcyclopentanone,307.0,carroll11,1
CC1C(CCC1)=O,2-methylcyclopentanone,299.0,carroll11,1
C(CCCC)C1C(CCC1)=O,2-pentylcyclopentanone,351.0,carroll11,1
C[C@@H]1C(C[C@H](C1)C)=O,"trans-2,4-dimethylcyclopentanone",315.0,carroll11,1
CC1(C(CCC1)=O)C,"2,2-dimethylcyclopentanone",306.0,carroll11,1
C1(CCCC1)C1C(CCC1)=O,2-cyclopentylcyclopentanone,363.0,carroll11,1
CC1C(CC(C1)(C)C)=O,"2,4,4-trimethylcyclopentanone",316.0,carroll11,1
C(C)(C)(C)C1CC(CC1)=O,3-tert-butylcyclopentanone,337.0,carroll11,1
C1(CCCC1)C=O,cyclopentanecarboxaldehyde,301.0,carroll11,1
CC(CCC(C)=O)C,5-methyl-2-hexanone,309.0,carroll11,1
C1(CCCCC1)=O,cyclohexanone,316.0,carroll11,1
COC1C(CCCC1)=O,2-methoxycyclohexanone,342.0,carroll11,1
CC1CC(CCC1)=O,3-methylcyclohexanone,321.0,carroll11,1
C(C)C1C(CCCC1)=O,2-ethylcyclohexanone,332.0,carroll11,1
C(C)(C)C1C(CCCC1)=O,2-isopropylcyclohexanone,338.0,carroll11,1
CC1C(CCCC1)=O,2-methylcyclohexanone,319.0,carroll11,1
CC1CCC(CC1)=O,4-methylcyclohexanone,321.0,carroll11,1
C(C)C1CCC(CC1)=O,4-ethylcyclohexanone,336.0,carroll11,1
C(CC)C1CCC(CC1)=O,4-propylcyclohexanone,359.0,carroll11,1
C(C)(C)C1CCC(CC1)=O,4-isopropylcyclohexanone,338.0,carroll11,1
CC(CC(CC)=O)CC,5-methyl-3-heptanone,316.0,carroll11,1
C1(CCCCC1)C=O,cyclohexanecarboxaldehyde,314.0,carroll11,1
C(C)C(C=O)CCCC,2-ethylhexanal,319.0,carroll11,1
CCCC(CCCC)=O,4-octanone,318.0,carroll11,1
CCCC(CCCCC)=O,4-nonanone,335.0,carroll11,1
CCCC(CCCCCC)=O,4-decanone,344.0,carroll11,1
CCCC(CCCCCCC)=O,4-undecanone,365.0,carroll11,1
C(C(C)C)C(=O)CC(C)C,diisobutylketone,322.0,carroll11,1
C1(CCCCCC1)=O,cycloheptanone,329.0,carroll11,1
C(C)C1C(CCCCC1)=O,2-ethylcycloheptanone,344.0,carroll11,1
CC1CCCC(CCC1)=O,5-methylcyclooctanone,344.0,carroll11,1
CC1C(CCCCCC1)=O,2-methylcyclooctanone,344.0,carroll11,1
CCCCC(CCCC)=O,5-nonanone,333.0,carroll11,1
C(C)(C)(C)C1C(CCCC1)=O,2-tert-butylcyclohexanone,345.0,carroll11,1
CC1(CC(CC(C1)(C)C)=O)C,"3,3,5,5-tetramethylcyclohexanone",346.0,carroll11,1
CCCCCC(CCCCC)=O,6-undecanone,361.0,carroll11,1
COC(OC)=O,dimethylcarbonate,287.0,carroll11,1
C(C)OC(OCC)=O,diethylcarbonate,306.0,carroll11,1
C(CC)OC(OCCC)=O,dipropylcarbonate,328.0,carroll11,1
C(C=C)CCOC([O-])=O,allylethylcarbonate,319.0,carroll11,1
C(C)O,ethanol,285.0,carroll11,1
C(CC)O,1-propanol,296.0,carroll11,1
C(CCC)O,1-butanol,307.0,carroll11,1
C(CCCC)O,1-pentanol,322.0,carroll11,1
C(CCCCC)O,1-hexanol,332.0,carroll11,1
C(CCCCCC)O,1-heptanol,343.0,carroll11,1
C(CCCCCCCC)O,1-nonanol,371.0,carroll11,1
C(CCCCCCCCC)O,1-decanol,381.0,carroll11,1
C(CCCCCCCCCCC)O,1-dodecanol,400.0,carroll11,1
C(CCCCCCCCCC)O,1-undecanol,388.0,carroll11,1
CC(C)O,2-propanol,285.0,carroll11,1
CC(CC)O,2-butanol,297.0,carroll11,1
CC(CCC)O,2-pentanol,307.0,carroll11,1
CC(CCCC)O,2-hexanol,319.0,carroll11,1
CC(CCCCC)O,2-heptanol,332.0,carroll11,1
CC(CCCCCC)O,2-octanol,345.0,carroll11,1
CC(CCCCCCC)O,2-nonanol,355.0,carroll11,1
CC(CCCCCCCC)O,2-decanol,358.0,carroll11,1
CC(CCCCCCCCC)O,2-undecanol,380.0,carroll11,1
CC(CCCCCCCCCC)O,2-dodecanol,386.0,carroll11,1
CCC(CC)O,3-pentanol,306.0,carroll11,1
CCC(CCC)O,3-hexanol,318.0,carroll11,1
CCC(CCCC)O,3-heptanol,328.0,carroll11,1
CCC(CCCCCC)O,3-nonanol,352.0,carroll11,1
CCC(CCCCCCC)O,3-decanol,372.0,carroll11,1
CCC(CCCCC)O,3-octanol,341.0,carroll11,1
C(C)(C)(C)O,tert-butylalcohol,284.0,carroll11,1
CC(C)(CC)O,2-methyl-2-butanol,294.0,carroll11,1
C(C=C)O,allylalcohol,295.0,carroll11,1
CC(CO)C,2-methyl-1-propanol,301.0,carroll11,1
CC(C(C)O)C,3-methyl-2-butanol,300.0,carroll11,1
CC(C)C(CC)O,2-methyl-3-pentanol,319.0,carroll11,1
CC(CO)CC,2-methyl-1-butanol,316.0,carroll11,1
CC(CCO)C,3-methyl-1-butanol,316.0,carroll11,1
CC(CC(C)O)C,4-methyl-2-pentanol,314.0,carroll11,1
CC(C(C)O)CC,3-methyl-2-pentanol,314.0,carroll11,1
C1(CCCC1)O,cyclopentanol,324.0,carroll11,1
CC(CO)CCC,2-methyl-1-pentanol,324.0,carroll11,1
C(C)C(CO)CC,2-ethyl-1-butanol,330.0,carroll11,1
CC(CCCO)C,4-methyl-1-pentanol,324.0,carroll11,1
CC(CCO)CC,3-methyl-1-pentanol,331.0,carroll11,1
C1(CCCCC1)O,cyclohexanol,336.0,carroll11,1
C1(CCCC1)CO,cyclopentylmethanol,335.0,carroll11,1
C[C@@H]1[C@@H](CCCC1)O,cis-2-methylcyclohexanol,332.0,carroll11,1
C[C@H]1[C@@H](CCCC1)O,trans-2-methylcyclohexanol,332.0,carroll11,1
C[C@@H]1CC[C@H](CC1)O,trans-4-methylcyclohexanol,343.0,carroll11,1
C(C)C(CO)CCCC,2-ethyl-1-hexanol,347.0,carroll11,1
C1(CCCCCC1)O,cycloheptanol,344.0,carroll11,1
CC(CCO)CC(C)(C)C,"3,5,5-trimethyl-1-hexanol",353.0,carroll11,1
CC(C(C)O)O,"2,3-butanediol",358.0,carroll11,1
C(C(C)O)O,"1,2-propanediol",372.0,carroll11,1
C(C(CC)O)O,"1,2-butanediol",366.0,carroll11,1
C(CO)O,"1,2-ethanediol",381.0,carroll11,1
C(C(CCC)O)O,"1,2-pentanediol",378.0,carroll11,1
C(CC(C)O)O,"1,3-butanediol",382.0,carroll11,1
C(C(CCCC)O)O,"1,2-hexanediol",395.0,carroll11,1
C(CCCO)O,"1,4-butanediol",394.0,carroll11,1
C(CCCCO)O,"1,5-pentanediol",402.0,carroll11,1
C1(CCCCCCC1)O,cyclooctanol,361.0,carroll11,1
C(C)(=O)O,aceticacid,313.0,carroll11,1
C(CC)(=O)O,propionicacid,331.0,carroll11,1
C(CCC)(=O)O,butanoicacid,342.0,carroll11,1
C(CCCC)(=O)O,pentanoicacid,358.0,carroll11,1
C(CCCCC)(=O)O,hexanoicacid,375.0,carroll11,1
C(CCCCCC)(=O)O,heptanoicacid,382.0,carroll11,1
CC(C(=O)O)C,2-methylpropanoicacid,332.0,carroll11,1
CC(CC(=O)O)C,3-methylbutanoicacid,347.0,carroll11,1
CC(C(=O)O)CC,2-methylbutanoicacid,350.0,carroll11,1
C(C)C(C(=O)O)CC,2-ethylbutanoicacid,360.0,carroll11,1
CC(CC(=O)O)(C)C,"3,3-dimethylbutanoicacid",361.0,carroll11,1
CC(CCC(=O)O)C,4-methylpentanoicacid,370.0,carroll11,1
CC(C(=O)O)CCC,2-methylpentanoicacid,364.0,carroll11,1
CC(C(=O)O)CCCC,2-methylhexanoicacid,378.0,carroll11,1
CC(CC(=O)O)CCC,3-methylhexanoicacid,376.0,carroll11,1
CC(CCC(=O)O)CC,4-methylhexanoicacid,376.0,carroll11,1
C(C)(=O)OC(C)=O,aceticanhydride,322.0,carroll11,1
C(CCC)(=O)OC(CCC)=O,butanoicanhydride,355.0,carroll11,1
C(CCCC)(=O)OC(CCCC)=O,pentanoicanhydride,374.0,carroll11,1
C(CCCCC)(=O)OC(CCCCC)=O,hexanoicanhydride,386.0,carroll11,1
C(CCCCCC)(=O)OC(CCCCCC)=O,heptanoicanhydride,403.0,carroll11,1
C(C(C)C)(=O)OC(C(C)C)=O,isobutanoicanhydride,340.0,carroll11,1
C(C(C)(C)C)(=O)OC(C(C)(C)C)=O,pivalicanhydride,336.0,carroll11,1
CC(CC(=O)OC(CC(C)C)=O)C,3-methylbutanoicanhydride,364.0,carroll11,1
C(C)(C)N,isopropylamine,241.0,carroll11,1
C(C)(C)(C)N,tert-butylamine,235.0,carroll11,1
C(CC)N,propylamine,243.0,carroll11,1
C1(CC1)N,cyclopropylamine,248.0,carroll11,1
CNC(C)C,N-methylisopropylamine,253.0,carroll11,1
C(C)NCC,diethylamine,250.0,carroll11,1
C(C)(CC)N,sec-butylamine,254.0,carroll11,1
C(C=C)CN,allylmethylamine,265.0,carroll11,1
C(C(C)C)N,isobutylamine,263.0,carroll11,1
C(CCC)N,butylamine,266.0,carroll11,1
C1(CCC1)N,cyclobutylamine,269.0,carroll11,1
C(C)(C)NC(C)C,diisopropylamine,266.0,carroll11,1
CCC(CC)N,3-pentanamine,275.0,carroll11,1
CNCCCC,N-methylbutylamine,275.0,carroll11,1
C(CCCC)N,pentylamine,277.0,carroll11,1
C1(CCCC1)N,cyclopentylamine,285.0,carroll11,1
C(CC)NCCC,dipropylamine,280.0,carroll11,1
C(CCCCC)N,hexylamine,300.0,carroll11,1
C(C(C)C)NCC(C)C,diisobutylamine,303.0,carroll11,1
C(CCCCCC)N,heptylamine,317.0,carroll11,1
C(CCC)NCCCC,dibutylamine,320.0,carroll11,1
C(C)C(CN)CCCC,2-ethyl-1-hexanamine,323.0,carroll11,1
C(CCCCCCC)N,octylamine,333.0,carroll11,1
C(CCCCCCCC)N,nonylamine,347.0,carroll11,1
C(CCCCCCCCC)N,1-decanamine,358.0,carroll11,1
C(C)NC1CCCCC1,N-ethylcyclohexanamine,318.0,carroll11,1
C(C)(CC)NC(C)CC,di-sec-butylamine,297.0,carroll11,1
NCC1CCCCC1,(aminomethyl)cyclohexane,316.0,carroll11,1
C(C)N(CC)C,N-ethyl-N-methylethanamine,250.0,carroll11,1
C(C)N(CC)CC,triethylamine,264.0,carroll11,1
C(CC)N(CCC)CCC,tripropylamine,308.0,carroll11,1
C(CCC)N(CCCC)CCCC,tributylamine,344.0,carroll11,1
C(C)N(C)C,N-ethyldimethylamine,237.0,carroll11,1
C(C)N1CCCCC1,1-ethylpiperidine,291.0,carroll11,1
NCCNCCN,diethylenetriamine,363.0,carroll11,1
CN(C)C1CCCCC1,"N,N-dimethylcyclohexylamine",314.0,carroll11,1
C(CN)N,"1,2-ethanediamine",307.0,carroll11,1
C(CCN)N,"1,3-propanediamine",321.0,carroll11,1
CN(CCCN)C,"N,N-dimethyl-1,3-propanediamine",305.0,carroll11,1
CN(C=O)C,"N,N-dimethylformamide",330.0,carroll11,1
CN(C(C)=O)C,"N,N-dimethylacetamide",339.0,carroll11,1
C(C)N(C=O)CC,"N,N-diethylformamide",338.0,carroll11,1
C(C)N(C(C)=O)CC,"N,N-diethylacetamide",349.0,carroll11,1
C(C)NC=O,N-ethylformamide,359.0,carroll11,1
CNC=O,N-methylformamide,371.0,carroll11,1
C(C)NC(C)=O,N-ethylacetamide,379.0,carroll11,1
C(CCC)NC(C)=O,N-butylacetamide,388.0,carroll11,1
C(C)(C)N(C=O)C(C)C,"N,N-diisopropylformamide",348.0,carroll11,1
C(C)#N,acetonitrile,275.0,carroll11,1
C(CC)#N,propionitrile,279.0,carroll11,1
C(CCC)#N,butyronitrile,291.0,carroll11,1
C(CCCC)#N,pentanenitrile,305.0,carroll11,1
C(CCCCC)#N,hexanenitrile,320.0,carroll11,1
C(CCCCCC)#N,heptanenitrile,331.0,carroll11,1
C(CCCCCCC)#N,octanenitrile,347.0,carroll11,1
C(CCCCCCCC)#N,nonanenitrile,355.0,carroll11,1
C(CCCCCCCCC)#N,decanenitrile,365.0,carroll11,1
CC(C#N)(C)C,"2,2-dimethylpropanenitrile",277.0,carroll11,1
C(C(C)C)#N,isobutyronitrile,281.0,carroll11,1
C1(CC1)C#N,cyclopropanecarbonitrile,305.0,carroll11,1
CC(CC#N)C,3-methylbutanenitrile,301.0,carroll11,1
C(#N)CCCCC#N,"1,4-dicyanobutane",432.0,carroll11,1
C(CC)S,1-propanethiol,259.0,carroll11,1
C(CCC)S,1-butanethiol,275.0,carroll11,1
C(CCCC)S,1-pentanethiol,291.0,carroll11,1
C(CCCCC)S,1-hexanethiol,303.0,carroll11,1
C(CCCCCC)S,1-heptanethiol,319.0,carroll11,1
C(CCCCCCC)S,1-octanethiol,341.0,carroll11,1
C(CCCCCCCC)S,1-nonanethiol,352.0,carroll11,1
C(CCCCCCCCC)S,1-decanethiol,372.0,carroll11,1
C(CCCCCCCCCC)S,1-undecanethiol,382.0,carroll11,1
CC(CC)S,2-butanethiol,250.0,carroll11,1
CC(CCC)S,2-pentanethiol,288.0,carroll11,1
CC(C)(C)S,2-methyl-2-propanethiol,249.0,carroll11,1
CC(CS)CC,2-methyl-1-butanethiol,292.0,carroll11,1
CC(C(C)S)C,3-methyl-2-butanethiol,282.0,carroll11,1
C1(CCCC1)S,cyclopentanethiol,298.0,carroll11,1
C1(CCCCC1)S,cyclohexanethiol,314.0,carroll11,1
C(C)C(CC)(CC)S,3-ethyl-3-pentanethiol,307.0,carroll11,1
CC(C)(CCC)S,2-methyl-2-pentanethiol,293.0,carroll11,1
CCC(CCC)S,3-hexanethiol,303.0,carroll11,1
CSC,dimethylsulfide,237.0,carroll11,1
C(C)SCC,diethylsulfide,263.0,carroll11,1
C(CC)SCCC,dipropylsulfide,301.0,carroll11,1
C(CCC)SCCCC,dibutylsulfide,333.0,carroll11,1
C(C)SC,ethylmethylsulfide,255.0,carroll11,1
C(C)(C)(C)SC,tert-butylmethylsulfide,270.0,carroll11,1
S1CCCC1,thiacyclopentane,286.0,carroll11,1
S1CCCCC1,thiacyclohexane,294.0,carroll11,1
C(C)(C)(C)SC(C)(C)C,di-tert-butylsulfide,300.0,carroll11,1
C(C)(CC)SC(C)CC,di-sec-butylsulfide,312.0,carroll11,1
C(CC(C)C)SCCC(C)C,diisopentylsulfide,350.0,carroll11,1
C(C=C)SCC=C,diallylsulfide,296.0,carroll11,1
C(C=C)SCC,allylethylsulfide,289.0,carroll11,1
C(C=C)SCCC,allylpropylsulfide,302.0,carroll11,1
ClCCCCCC,1-chlorohexane,299.0,carroll11,1
ClCCCCCCC,1-chloroheptane,314.0,carroll11,1
ClCCCCCCCC,1-chlorooctane,331.0,carroll11,1
ClCCCCCCCCC,1-chlorononane,347.0,carroll11,1
ClCCCCCCCCCC,1-chlorodecane,356.0,carroll11,1
ClC(C)C,2-chloropropane,241.0,carroll11,1
ClC(C)CC,2-chlorobutane,258.0,carroll11,1
ClC(C)CCC,2-chloropentane,274.0,carroll11,1
ClCC=C,3-chloropropene,245.0,carroll11,1
ClC(C)(C)C,2-chloro-2-methylpropane,250.0,carroll11,1
ClCC(C)C,1-chloro-2-methylpropane,256.0,carroll11,1
ClC1CCCC1,chlorocyclopentane,288.0,carroll11,1
ClC1CCCCC1,chlorocyclohexane,301.0,carroll11,1
ClC(CC)Cl,"1,1-dichloropropane",280.0,carroll11,1
ClC(C)Cl,"1,1-dichloroethane",263.0,carroll11,1
ClCCCl,"1,2-dichloroethane",286.0,carroll11,1
ClCC(C)Cl,"1,2-dichloropropane",286.0,carroll11,1
ClCCCCl,"1,3-dichloropropane",294.0,carroll11,1
BrCC,bromoethane,253.0,carroll11,1
BrCCC,1-bromopropane,269.0,carroll11,1
BrCCCC,1-bromobutane,283.0,carroll11,1
BrCCCCC,1-bromopentane,303.0,carroll11,1
BrCCCCCC,1-bromohexane,320.0,carroll11,1
BrCCCCCCC,1-bromoheptane,334.0,carroll11,1
BrCCCCCCCC,1-bromooctane,351.0,carroll11,1
BrC(C)CCC,2-bromopentane,294.0,carroll11,1
BrC(C)CCCC,2-bromohexane,313.0,carroll11,1
BrC(CC)CC,3-bromopentane,292.0,carroll11,1
BrC1CCCC1,bromocyclopentane,308.0,carroll11,1
BrC(CC)CCC,3-bromohexane,313.0,carroll11,1
BrC1CCCCC1,bromocyclohexane,335.0,carroll11,1
ICC,iodoethane,268.0,carroll11,1
IC(C)CC,2-iodobutane,297.0,carroll11,1
ICCCC,1-iodobutane,306.0,carroll11,1
IC(C)CCC,2-iodopentane,318.0,carroll11,1
IC1CCCC1,iodocyclopentane,325.0,carroll11,1
IC(CC)CCC,3-iodohexane,328.0,carroll11,1
ICCCCCC,1-iodohexane,334.0,carroll11,1
ICCCCCCC,1-iodoheptane,352.0,carroll11,1
ICCCCCCCC,1-iodooctane,368.0,carroll11,1
CSSC,dimethyldisulfide,283.0,carroll11,1
C(C)SSCC,diethyldisulfide,312.0,carroll11,1
C(CC)SSCCC,dipropyldisulfide,339.0,carroll11,1
C(C)(C)(C)SSC(C)(C)C,di-tert-butyldisulfide,340.0,carroll11,1
C(CCC)SSCCCC,dibutyldisulfide,366.0,carroll11,1
C(C)SSCCC,ethylpropyldisulfide,330.0,carroll11,1
[N+](=O)([O-])C1CCCCC1,nitrocyclohexane,354.0,carroll11,1
[N+](=O)([O-])C1CCCC1,nitrocyclopentane,340.0,carroll11,1
[N+](=O)([O-])CC,nitroethane,301.0,carroll11,1
[N+](=O)([O-])C(C)C,2-nitropropane,301.0,carroll11,1
[N+](=O)([O-])CCC,1-nitropropane,307.0,carroll11,1
[N+](=O)([O-])CCCC,1-nitrobutane,320.0,carroll11,1
[N+](=O)([O-])CCCCC,1-nitropentane,334.0,carroll11,1
[N+](=O)([O-])CCCCCC,1-nitrohexane,345.0,carroll11,1
[N+](=O)([O-])C(C)CCC,2-nitropentane,319.0,carroll11,1
C(C)OC=C,ethylvinylether,228.0,carroll11,1
C(C=C)N,allylamine,245.0,carroll11,1
C(=O)C=C,acrolein,254.0,carroll11,1
O1CCC=C1,"2,3-dihydrofuran",249.0,carroll11,1
C(CC)OC=C,propylvinylether,251.0,carroll11,1
C(C=C)OCC,allylethylether,253.0,carroll11,1
C(C)(C)(C)OC=C,tert-butylvinylether,256.0,carroll11,1
CC(C=O)=C,2-methyl-2-propenal,258.0,carroll11,1
ClCC(=C)C,3-chloro-2-methyl-1-propene,261.0,carroll11,1
CC1=CCCO1,"2,3-dihydro-5-methylfuran",261.0,carroll11,1
C(C(C)C)OC=C,isobutylvinylether,264.0,carroll11,1
C(C=C)OCC=C,diallylether,266.0,carroll11,1
C(C=C)OCCC,allylpropylether,268.0,carroll11,1
C(C=C)#N,acrylonitrile,268.0,carroll11,1
COC(C=C)=O,methylacrylate,270.0,carroll11,1
C(C)OC(C=C)=O,ethylacrylate,281.0,carroll11,1
BrCCC=C,4-bromo-1-butene,282.0,carroll11,1
C(C)OC(C(=C)C)=O,ethylmethacrylate,292.0,carroll11,1
COC(C(=C)C)=O,methylmethacrylate,283.0,carroll11,1
C(CCC)OC(C(=C)C)=O,butylmethacrylate,322.0,carroll11,1
C(C(C)C)OC(C(=C)C)=O,isobutylmethacrylate,314.0,carroll11,1
C(=C)(C)CC(=O)[O-],isopropenylacetate,283.0,carroll11,1
C(C=C)C(=O)[O-],allylformate,279.0,carroll11,1
C(C=C)CC(=O)[O-],allylacetate,284.0,carroll11,1
C(C=C)OC(CC)=O,allylpropanoate,298.0,carroll11,1
C(C=C)OC(CCC)=O,allylbutanoate,315.0,carroll11,1
C(\C=C\C)=O,trans-2-butenal,282.0,carroll11,1
ICC=C,3-iodo-1-propene,289.0,carroll11,1
CC(C=C)O,3-buten-2-ol,293.0,carroll11,1
C(=C)CC(=O)[O-],vinylacetate,265.0,carroll11,1
C(=C)OC(CC)=O,vinylpropanoate,279.0,carroll11,1
C(=C)OC(CCC)=O,vinylbutanoate,293.0,carroll11,1
C(C=CC)#N,2-butenenitrile,290.0,carroll11,1
C(C=C)SSCC=C,diallyldisulfide,335.0,carroll11,1
C(CCC=C)O,4-penten-1-ol,316.0,carroll11,1
C(CC=C)#N,3-butenenitrile,294.0,carroll11,1
C(CC)OC(C=C)=O,propylacrylate,297.0,carroll11,1
C1(=C(C(=CC(=C1)C)C)OC1=C(C=C(C=C1C)C)C)C,mesityloxide,298.0,carroll11,1
C=CC1=CC=CC=C1,styrene,304.0,carroll11,1
C(CC)OC(C(=C)C)=O,propylmethacrylate,308.0,carroll11,1
C(CC=C)O,3-buten-1-ol,305.0,carroll11,1
CC(CO)=C,2-methyl-2-propen-1-ol,306.0,carroll11,1
C(CCC)OC(C=C)=O,butylacrylate,310.0,carroll11,1
CC1=CC=C(C=C)C=C1,4-methylstyrene,319.0,carroll11,1
C(CCC=C)CC(=O)[O-],4-pentenylacetate,318.0,carroll11,1
C(CCCC=C)O,5-hexen-1-ol,320.0,carroll11,1
CC=1C=C(C=C)C=CC1,3-methylstyrene,321.0,carroll11,1
C(C=C)(=O)O,acrylicacid,327.0,carroll11,1
C1(C=CCCC1)=O,2-cyclohexen-1-one,329.0,carroll11,1
C(=C\CCCC)/CC(=O)[O-],trans-2-hexenylacetate,331.0,carroll11,1
C(=C)N(C(C)=O)C,N-vinyl-N-methylacetamide,336.0,carroll11,1
CC(CC=O)CCC=C(C)C,"3,7-dimethyl-6-octenal",351.0,carroll11,1
O=C1C=C(CC(C)(C)C1)C,isophorone,357.0,carroll11,1
C(C)C(COC(C=C)=O)CCCC,2-ethylhexylacrylate,359.0,carroll11,1
C(\C=C\CC)(=O)O,trans-2-pentenoicacid,375.0,carroll11,1
C(CC(C)CCC=C(C)C)CC(=O)[O-],citronellylacetate,376.0,carroll11,1
C(CCCCCCCC=C)O,9-decen-1-ol,392.0,carroll11,1
ClCCCC#C,5-chloro-1-pentyne,288.0,carroll11,1
C(C#C)O,2-propyn-1-ol,309.0,carroll11,1
COC(C#CCCCCC)=O,methyl2-octynoate,362.0,carroll11,1
ClC(=C)Cl,"1,1-dichloroethene",248.0,carroll11,1
FC1=CC=CC=C1,fluorobenzene,258.0,carroll11,1
ClC(C)(C)Cl,"2,2-dichloropropane",268.0,carroll11,1
FC1=CC=C(C)C=C1,4-fluorotoluene,285.0,carroll11,1
FC1=CC=C(C=C)C=C1,4-fluorostyrene,308.0,carroll11,1
C(C)C1=CC=C(C=C1)F,1-ethyl-4-fluorobenzene,303.0,carroll11,1
CC1=C(C=C(C=C1)F)C,"1,2-dimethyl-4-fluorobenzene",313.0,carroll11,1
FC1=CC(=CC(=C1)C)C,"1-fluoro-3,5-dimethylbenzene",308.0,carroll11,1
CC(C(C)=O)=O,"2,3-butanedione",283.0,carroll11,1
FC1=C(C)C=CC=C1,2-fluorotoluene,285.0,carroll11,1
FC=1C=C(C)C=CC1,3-fluorotoluene,285.0,carroll11,1
C(C)OC(CC)OCC,"1,1-diethoxypropane",286.0,carroll11,1
CN1CCOCC1,N-methylmorpholine,287.0,carroll11,1
CN1C=CC=C1,1-methylpyrrole,288.0,carroll11,1
N1=CC=CC=C1,pyridine,290.0,carroll11,1
ClCSC,chloromethylmethylsulfide,290.0,carroll11,1
N1=C(C=CC=C1)C,2-picoline,299.0,carroll11,1
ClCC(CC)Cl,"1,2-dichlorobutane",300.0,carroll11,1
ClC1=CC=CC=C1,chlorobenzene,301.0,carroll11,1
COCCCN,3-methoxypropylamine,296.0,carroll11,1
N1C=CC=C1,pyrrole,306.0,carroll11,1
C(C(C)N)N,"1,2-propanediamine",306.0,carroll11,1
ClCCC(C)Cl,"1,3-dichlorobutane",304.0,carroll11,1
N1CCOCC1,morpholine,304.0,carroll11,1
N1=CC(=CC=C1)C,3-picoline,309.0,carroll11,1
N1=CC=C(C=C1)C,4-picoline,311.0,carroll11,1
CC(CC(C)=O)=O,"2,4-pentanedione",311.0,carroll11,1
C(C)OC(CCl)=O,ethylchloroacetate,326.0,carroll11,1
ClCCCCCl,"1,4-dichlorobutane",316.0,carroll11,1
ClC1=C(C)C=CC=C1,2-chlorotoluene,320.0,carroll11,1
ClCCCS,3-chloro-1-propanethiol,316.0,carroll11,1
COCCOC(C)=O,2-methoxyethylacetate,316.0,carroll11,1
CC1=NC=CC(=C1)C,"2,4-dimethylpyridine",320.0,carroll11,1
ClC1=CC=C(C)C=C1,4-chlorotoluene,319.0,carroll11,1
ClC=1C=C(C)C=CC1,3-chlorotoluene,323.0,carroll11,1
C1(=CC=CC=C1)S,benzenethiol,324.0,carroll11,1
BrC1=CC=CC=C1,bromobenzene,324.0,carroll11,1
C(C)OCCOC(C)=O,2-ethoxyethylacetate,324.0,carroll11,1
CC1=C(C=CC=C1)OC,2-methylanisole,324.0,carroll11,1
CC=1C=C(C=CC1)OC,3-methylanisole,325.0,carroll11,1
ClC(CO)C,2-chloro-1-propanol,324.0,carroll11,1
CC1=CC=C(C=C1)OC,4-methylanisole,326.0,carroll11,1
C(C1=CC=CC=C1)OC,benzylmethylether,326.0,carroll11,1
ClCCO,2-chloroethanol,328.0,carroll11,1
CC1=NC(=CC(=C1)C)C,"2,4,6-trimethylpyridine",327.0,carroll11,1
C(CCSC)=O,4-thiapentanal,334.0,carroll11,1
C(C1=CC=CC=C1)OCC,benzylethylether,332.0,carroll11,1
C(C1=CC=CC=C1)Cl,benzylchloride,333.0,carroll11,1
C(C1=CC=CC=C1)=O,benzaldehyde,335.0,carroll11,1
